10³		10⁴		10⁵		10⁶		10⁷
0.000034	0.000026	0.000067	0.005287	0.025562	
0.000103	0.000034	0.000103	0.012198	0.019231	
0.000029	0.000056	0.000077	0.042967	0.032926	
0.000025	0.000042	0.000089	0.000612	0.013270	
0.000025	0.000043	0.000065	0.003060	0.022197	
0.000024	0.000049	0.000063	0.001213	0.012367	
0.000033	0.000039	0.000086	0.006757	0.098074	
0.000034	0.000033	0.000066	0.002021	0.009440	
0.000059	0.000038	0.000083	0.051415	0.015775	
0.000030	0.000041	0.000062	0.056647	0.049339	
0.000043	0.000087	0.000071	0.001787	0.011673	
0.000031	0.000040	0.000320	0.009305	0.011577	
0.000080	0.000044	0.000252	0.000782	0.010049	
0.000071	0.000033	0.000053	0.002442	0.016162	
0.000034	0.000028	0.000083	0.022742	0.014009	
0.000080	0.000038	0.000072	0.001785	0.011107	
0.000034	0.000053	0.000121	0.000837	0.012774	
0.000036	0.000870	0.000065	0.002650	0.029305	
0.000296	0.000059	0.000085	0.002955	0.023959	
0.000033	0.000069	0.000092	0.000414	0.028303	
0.002720	0.000041	0.000073	0.002808	0.098340	
0.000037	0.000496	0.000061	0.044823	0.031751	
0.000043	0.000046	0.000120	0.002356	0.014132	
0.000034	0.000030	0.000036	0.002947	0.127235	
0.000034	0.000046	0.000409	0.044624	0.032109	
0.000045	0.000032	0.006644	0.001122	0.019908	
0.000173	0.000028	0.000211	0.000526	0.023479	
0.000058	0.000043	0.000071	0.001445	0.035235	
0.000021	0.000077	0.000087	0.016272	0.072926	
0.000041	0.000039	0.000073	0.001673	0.017968	
0.000047	0.000033	0.000418	0.000659	0.138950	
0.000033	0.000039	0.000079	0.006130	0.056317	
0.000033	0.000041	0.000077	0.003380	0.007474	
0.000087	0.000048	0.000045	0.000862	0.036844	
0.000029	0.000046	0.000067	0.028975	0.021398	
0.000051	0.000027	0.000064	0.003285	0.024303	
0.000030	0.000034	0.000075	0.000603	0.049133	
0.000027	0.000046	0.000044	0.003818	0.097238	
0.000029	0.000048	0.000078	0.026635	0.059600	
0.000048	0.000024	0.000061	0.005018	0.101092	
0.000056	0.000047	0.001074	0.002073	0.023489	
0.000048	0.000041	0.000069	0.000933	0.019073	
0.000053	0.000025	0.000111	0.000869	0.075924	
0.000037	0.000030	0.000139	0.040372	0.041934	
0.000037	0.000043	0.000086	0.019039	0.034066	
0.000034	0.000766	0.006104	0.004608	0.056920	
0.000038	0.000911	0.000067	0.043328	0.026627	
0.000041	0.000082	0.000044	0.012963	0.016408	
0.000034	0.000046	0.000041	0.003058	0.012914	
0.000044	0.000039	0.000039	0.007383	0.048550	
0.000046	0.000034	0.000073	0.001602	0.049702	
0.000023	0.000023	0.000070	0.045504	0.037704	
0.000041	0.000097	0.000153	0.020718	0.025034	
0.000058	0.000049	0.000073	0.002063	0.010482	
0.000087	0.000060	0.000067	0.002691	0.024313	
0.000047	0.000034	0.000077	0.006923	0.016025	
0.000096	0.000031	0.012830	0.002455	0.066710	
0.000159	0.000047	0.000209	0.005074	0.045701	
0.000067	0.000036	0.000074	0.016254	0.051285	
0.000051	0.000646	0.000082	0.005055	0.032021	
0.000850	0.000051	0.000053	0.000679	0.021422	
0.000042	0.000034	0.000139	0.001154	0.016422	
0.000025	0.000048	0.000066	0.003489	0.018253	
0.000032	0.000048	0.000094	0.001122	0.026724	
0.000217	0.000032	0.000108	0.001634	0.029444	
0.000039	0.001533	0.007143	0.019497	0.012631	
0.000046	0.000051	0.000091	0.001742	0.025602	
0.000088	0.000032	0.000113	0.000832	0.057525	
0.000046	0.000062	0.000134	0.000529	0.024969	
0.000045	0.000052	0.006626	0.001582	0.025370	
0.000041	0.000071	0.000094	0.003657	0.006573	
0.000034	0.000076	0.000046	0.000733	0.038984	
0.000034	0.000240	0.000735	0.000571	0.036317	
0.000049	0.000058	0.000104	0.001796	0.015357	
0.000034	0.000034	0.000072	0.001131	0.012054	
0.000037	0.000056	0.000056	0.002478	0.011581	
0.000032	0.000253	0.000140	0.000767	0.012268	
0.000025	0.000044	0.000069	0.000875	0.015064	
0.000043	0.000293	0.000115	0.003841	0.017941	
0.000057	0.000039	0.000056	0.000571	0.018499	
0.000837	0.000030	0.000711	0.003703	0.015312	
0.000029	0.000029	0.000228	0.000847	0.012866	
0.000040	0.000034	0.000121	0.001641	0.015180	
0.000051	0.000063	0.000196	0.001512	0.024181	
0.000029	0.000044	0.000043	0.001924	0.034993	
0.003031	0.000097	0.000336	0.001277	0.028817	
0.000037	0.000073	0.000089	0.002890	0.013446	
0.000030	0.000034	0.000062	0.000856	0.007943	
0.000143	0.000097	0.000166	0.004253	0.015678	
0.000309	0.000036	0.000047	0.003921	0.023779	
0.000111	0.000048	0.000166	0.000665	0.014010	
0.000038	0.000095	0.001098	0.000677	0.026335	
0.000043	0.000197	0.000127	0.001881	0.036358	
0.000046	0.000062	0.000063	0.000803	0.052557	
0.000043	0.000106	0.000060	0.002870	0.025411	
0.000053	0.000058	0.000185	0.001194	0.009303	
0.000037	0.000043	0.000069	0.001543	0.014058	
0.000180	0.000078	0.000273	0.001477	0.013167	
0.000028	0.000071	0.000126	0.000731	0.039584	
0.000034	0.000065	0.000137	0.002837	0.022807	
