10³		10⁴		10⁵		10⁶		10⁷
0.000080	0.000144	0.000077	0.000203	0.005163	
0.000102	0.000115	0.000196	0.001955	0.004914	
0.000017	0.000139	0.000256	0.000478	0.004915	
0.000044	0.000030	0.000235	0.001780	0.002813	
0.000043	0.000162	0.000213	0.001146	0.004981	
0.000021	0.000136	0.000133	0.001599	0.006301	
0.000043	0.000032	0.000344	0.001385	0.003678	
0.000032	0.000127	0.000526	0.000882	0.006274	
0.000081	0.000111	0.000202	0.001157	0.007450	
0.000096	0.000127	0.000152	0.000423	0.004355	
0.000021	0.000102	0.000349	0.001541	0.007076	
0.000122	0.000152	0.000119	0.000275	0.004832	
0.000101	0.000131	0.000246	0.000874	0.003861	
0.000105	0.000153	0.000051	0.001266	0.003164	
0.000096	0.000144	0.000073	0.001497	0.005788	
0.000100	0.000056	0.000296	0.000892	0.007807	
0.000114	0.000125	0.000132	0.000826	0.006174	
0.000118	0.000069	0.000227	0.001337	0.002849	
0.000161	0.000039	0.000100	0.000400	0.007649	
0.000118	0.000192	0.000060	0.001631	0.008023	
0.000102	0.000150	0.000154	0.001218	0.003608	
0.000051	0.000037	0.000264	0.001845	0.007170	
0.000164	0.000158	0.000051	0.001672	0.006581	
0.000034	0.000123	0.000329	0.001171	0.006792	
0.000062	0.000160	0.000182	0.000936	0.004546	
0.000131	0.000027	0.000210	0.001417	0.004309	
0.000023	0.000184	0.000249	0.002030	0.006194	
0.000040	0.000138	0.000072	0.001716	0.003026	
0.000141	0.000068	0.000051	0.000680	0.006935	
0.000017	0.000159	0.000215	0.001375	0.008346	
0.000017	0.000074	0.000190	0.001163	0.003866	
0.000034	0.000175	0.000097	0.001743	0.003289	
0.000032	0.000132	0.000103	0.000307	0.002896	
0.000105	0.000191	0.000330	0.001157	0.006364	
0.000153	0.000145	0.000056	0.000715	0.003579	
0.000125	0.000062	0.000189	0.000968	0.002478	
0.000098	0.000107	0.000262	0.001166	0.003519	
0.000017	0.000167	0.000077	0.001470	0.003360	
0.000023	0.000105	0.000311	0.000964	0.003316	
0.000102	0.000144	0.000217	0.001240	0.007556	
0.000048	0.000140	0.000062	0.001154	0.006917	
0.000028	0.000131	0.000119	0.000960	0.006912	
0.000095	0.000143	0.000107	0.001504	0.008412	
0.000019	0.000179	0.000073	0.001264	0.007715	
0.000034	0.000128	0.000316	0.000230	0.006241	
0.000042	0.000164	0.000304	0.001360	0.007330	
0.000036	0.000130	0.000120	0.001099	0.004534	
0.000127	0.000139	0.000264	0.002026	0.006541	
0.000150	0.000092	0.000258	0.000289	0.002905	
0.000069	0.000144	0.000247	0.001145	0.005992	
0.000055	0.000183	0.000135	0.000271	0.003027	
0.000108	0.000169	0.000298	0.001027	0.006155	
0.000120	0.000130	0.000185	0.000945	0.006167	
0.000113	0.000172	0.000380	0.000804	0.005858	
0.000086	0.000060	0.000138	0.000701	0.008271	
0.000087	0.000180	0.000225	0.001022	0.006477	
0.000021	0.000027	0.000267	0.001449	0.004570	
0.000034	0.000063	0.000293	0.000770	0.002325	
0.000133	0.000037	0.000220	0.000467	0.005740	
0.000076	0.000053	0.000461	0.000387	0.005859	
0.000082	0.000041	0.000225	0.000284	0.002486	
0.000098	0.000062	0.000240	0.001397	0.007128	
0.000087	0.000140	0.000209	0.001094	0.005228	
0.000091	0.000048	0.000092	0.001561	0.008330	
0.000092	0.000031	0.000234	0.000407	0.004557	
0.000112	0.000143	0.000231	0.001107	0.002853	
0.000087	0.000036	0.000237	0.000764	0.007606	
0.000075	0.000137	0.000297	0.001161	0.006056	
0.000077	0.000133	0.000180	0.001158	0.005175	
0.000093	0.000064	0.000438	0.002551	0.004940	
0.000095	0.000125	0.000260	0.000484	0.004985	
0.000112	0.000072	0.000211	0.001519	0.002054	
0.000018	0.000057	0.000038	0.000298	0.004790	
0.000083	0.000125	0.000219	0.001379	0.005628	
0.000111	0.000138	0.000245	0.001506	0.002864	
0.000031	0.000129	0.000283	0.001419	0.004829	
0.000086	0.000133	0.000235	0.001431	0.006925	
0.000097	0.000140	0.000206	0.001325	0.005912	
0.000110	0.000119	0.000087	0.001178	0.007651	
0.000093	0.000188	0.000072	0.001636	0.004727	
0.000082	0.000127	0.000053	0.001701	0.011792	
0.000108	0.000153	0.000239	0.001434	0.002197	
0.000077	0.000110	0.000320	0.000683	0.007710	
0.000100	0.000167	0.000279	0.000235	0.004938	
0.000071	0.000126	0.000067	0.000340	0.003886	
0.000134	0.000030	0.000291	0.001233	0.005881	
0.000074	0.000036	0.000148	0.001644	0.007019	
0.000085	0.000122	0.000245	0.001786	0.006959	
0.000082	0.000035	0.000297	0.001123	0.005907	
0.000102	0.000141	0.000295	0.001195	0.004737	
0.000086	0.000156	0.000322	0.001216	0.009080	
0.000080	0.000154	0.000262	0.000781	0.004378	
0.000101	0.000030	0.000133	0.000996	0.005940	
0.000110	0.000152	0.000309	0.001241	0.007239	
0.000095	0.000125	0.000238	0.001380	0.005246	
0.000097	0.000034	0.000186	0.001118	0.004259	
0.000023	0.000151	0.000231	0.001827	0.006764	
0.000084	0.000203	0.000070	0.001445	0.006270	
0.000103	0.000033	0.000264	0.001012	0.005772	
0.000020	0.000122	0.000189	0.001130	0.009485	
